psu_hh_idcode,subjective_poverty_1,subjective_poverty_2,subjective_poverty_3,subjective_poverty_4,subjective_poverty_5,subjective_poverty_6,subjective_poverty_7,subjective_poverty_8,subjective_poverty_9,subjective_poverty_10
149_6_2,0,0,0,0,1,0,0,0,0,0
444_8_1,0,0,0,0,0,0,0,1,0,0
774_10_2,0,0,0,1,0,0,0,0,0,0
21_8_1,1,0,0,0,0,0,0,0,0,0
584_1_1,0,0,0,0,0,1,0,0,0,0
686_2_2,0,0,0,0,0,0,0,1,0,0
385_10_1,0,0,0,1,0,0,0,0,0,0
631_7_2,0,1,0,0,0,0,0,0,0,0
309_3_1,0,1,0,0,0,0,0,0,0,0
391_3_1,0,0,0,1,0,0,0,0,0,0
289_1_1,1,0,0,0,0,0,0,0,0,0
286_9_2,0,0,1,0,0,0,0,0,0,0
811_1_2,0,0,0,0,0,1,0,0,0,0
182_7_1,0,0,0,0,1,0,0,0,0,0
196_7_1,0,0,0,0,1,0,0,0,0,0
578_1_1,0,0,0,0,0,1,0,0,0,0
96_6_2,0,0,0,1,0,0,0,0,0,0
238_2_2,0,0,0,1,0,0,0,0,0,0
478_6_1,0,0,0,0,1,0,0,0,0,0
472_10_1,0,0,0,0,0,0,1,0,0,0
47_6_1,0,0,1,0,0,0,0,0,0,0
592_10_1,0,0,0,0,1,0,0,0,0,0
540_3_2,0,0,1,0,0,0,0,0,0,0
39_5_3,0,0,1,0,0,0,0,0,0,0
489_7_1,0,0,0,0,0,0,1,0,0,0
375_7_2,0,0,1,0,0,0,0,0,0,0
827_10_2,0,0,0,0,0,0,0,1,0,0
330_8_1,0,1,0,0,0,0,0,0,0,0
797_6_1,0,0,0,0,1,0,0,0,0,0
437_1_1,0,0,0,1,0,0,0,0,0,0
770_7_2,0,1,0,0,0,0,0,0,0,0
359_6_1,0,0,0,1,0,0,0,0,0,0
267_8_1,0,0,0,0,1,0,0,0,0,0
443_5_1,0,0,0,0,0,0,0,0,1,0
547_1_1,0,0,0,0,0,1,0,0,0,0
275_7_1,0,1,0,0,0,0,0,0,0,0
189_8_2,0,0,0,1,0,0,0,0,0,0
106_3_1,0,0,0,0,1,0,0,0,0,0
802_1_2,0,0,0,1,0,0,0,0,0,0
291_5_4,0,0,0,0,1,0,0,0,0,0
301_5_1,0,0,0,1,0,0,0,0,0,0
233_4_1,0,0,0,0,1,0,0,0,0,0
41_4_1,0,0,0,1,0,0,0,0,0,0
32_2_1,0,0,0,0,1,0,0,0,0,0
255_4_1,0,0,0,1,0,0,0,0,0,0
266_7_1,0,0,0,0,0,1,0,0,0,0
669_3_1,0,0,0,1,0,0,0,0,0,0
251_4_1,0,1,0,0,0,0,0,0,0,0
360_7_2,0,0,0,1,0,0,0,0,0,0
636_1_2,0,0,0,0,0,1,0,0,0,0
485_7_1,0,0,1,0,0,0,0,0,0,0
521_10_1,0,0,0,0,1,0,0,0,0,0
750_7_1,0,0,0,0,0,1,0,0,0,0
12_4_3,0,0,1,0,0,0,0,0,0,0
382_1_3,0,0,0,0,0,0,0,0,0,1
40_7_1,0,0,0,1,0,0,0,0,0,0
135_5_2,0,0,0,0,0,1,0,0,0,0
208_4_1,0,1,0,0,0,0,0,0,0,0
436_1_1,0,0,0,1,0,0,0,0,0,0
708_11_1,0,0,0,0,1,0,0,0,0,0
454_8_1,0,0,1,0,0,0,0,0,0,0
180_10_2,0,0,0,0,0,1,0,0,0,0
777_8_1,0,0,1,0,0,0,0,0,0,0
533_2_1,0,0,1,0,0,0,0,0,0,0
120_8_1,0,0,1,0,0,0,0,0,0,0
715_7_1,0,0,0,0,1,0,0,0,0,0
325_7_1,1,0,0,0,0,0,0,0,0,0
188_4_1,0,0,1,0,0,0,0,0,0,0
522_8_1,0,0,0,0,1,0,0,0,0,0
148_6_1,0,0,0,0,1,0,0,0,0,0
405_8_1,0,0,0,0,0,1,0,0,0,0
496_2_1,0,0,0,0,0,0,1,0,0,0
206_4_1,0,0,0,0,0,0,0,1,0,0
254_8_1,0,0,0,0,1,0,0,0,0,0
420_6_1,0,0,0,1,0,0,0,0,0,0
693_6_1,0,0,1,0,0,0,0,0,0,0
34_2_2,0,0,0,0,1,0,0,0,0,0
547_3_1,0,0,0,1,0,0,0,0,0,0
453_6_1,0,0,1,0,0,0,0,0,0,0
624_1_1,0,0,0,0,1,0,0,0,0,0
535_5_1,0,0,0,0,1,0,0,0,0,0
306_3_1,0,1,0,0,0,0,0,0,0,0
783_1_1,0,0,0,0,0,0,0,1,0,0
406_2_1,0,0,0,0,0,1,0,0,0,0
2_8_1,0,0,0,0,0,0,1,0,0,0
337_7_1,0,0,1,0,0,0,0,0,0,0
476_4_1,0,1,0,0,0,0,0,0,0,0
102_4_1,0,0,1,0,0,0,0,0,0,0
2_2_1,0,1,0,0,0,0,0,0,0,0
688_12_1,0,0,0,0,1,0,0,0,0,0
171_1_4,0,0,0,0,0,0,1,0,0,0
42_5_1,0,0,1,0,0,0,0,0,0,0
273_9_1,0,0,0,1,0,0,0,0,0,0
384_1_1,0,0,1,0,0,0,0,0,0,0
412_3_1,0,0,0,0,0,0,1,0,0,0
430_10_1,0,0,0,1,0,0,0,0,0,0
310_4_1,0,0,0,0,1,0,0,0,0,0
317_12_1,0,0,0,1,0,0,0,0,0,0
285_1_1,0,0,0,0,0,0,1,0,0,0
168_5_2,0,0,0,0,1,0,0,0,0,0
513_7_1,0,0,0,0,0,0,0,1,0,0
559_5_1,0,0,0,0,0,1,0,0,0,0
279_4_1,0,0,0,0,0,0,0,0,1,0
643_6_5,0,0,0,0,0,0,1,0,0,0
580_4_1,1,0,0,0,0,0,0,0,0,0
170_1_2,0,0,0,0,0,0,1,0,0,0
78_7_1,0,0,1,0,0,0,0,0,0,0
518_11_1,0,0,1,0,0,0,0,0,0,0
506_5_1,0,0,0,0,0,0,1,0,0,0
826_4_1,0,0,0,0,0,0,0,1,0,0
498_5_1,0,0,1,0,0,0,0,0,0,0
172_8_2,0,0,0,0,0,0,1,0,0,0
704_5_4,0,0,0,0,0,1,0,0,0,0
212_8_3,0,0,0,0,0,0,1,0,0,0
790_8_2,0,0,0,0,0,1,0,0,0,0
275_1_1,0,0,0,1,0,0,0,0,0,0
822_10_1,0,0,0,0,0,1,0,0,0,0
805_5_2,0,0,0,0,0,1,0,0,0,0
105_2_1,0,0,1,0,0,0,0,0,0,0
498_3_1,0,0,0,0,0,1,0,0,0,0
397_1_1,0,0,0,0,0,1,0,0,0,0
25_5_1,1,0,0,0,0,0,0,0,0,0
624_7_1,0,0,0,0,1,0,0,0,0,0
179_6_1,0,0,0,1,0,0,0,0,0,0
374_3_2,0,0,0,1,0,0,0,0,0,0
451_9_1,0,0,0,1,0,0,0,0,0,0
55_1_1,0,0,0,0,0,1,0,0,0,0
377_5_4,0,1,0,0,0,0,0,0,0,0
237_4_1,0,0,0,1,0,0,0,0,0,0
578_5_1,0,0,0,0,0,1,0,0,0,0
415_3_1,0,0,1,0,0,0,0,0,0,0
385_8_1,0,0,1,0,0,0,0,0,0,0
139_6_1,0,0,0,0,0,1,0,0,0,0
396_8_1,0,0,0,1,0,0,0,0,0,0
11_5_1,0,0,0,0,1,0,0,0,0,0
831_1_2,0,0,0,1,0,0,0,0,0,0
153_4_1,0,1,0,0,0,0,0,0,0,0
776_8_1,0,0,0,0,1,0,0,0,0,0
54_3_1,0,0,0,0,1,0,0,0,0,0
590_9_1,0,0,0,0,0,1,0,0,0,0
178_1_1,0,0,0,0,0,1,0,0,0,0
323_4_1,0,0,0,0,1,0,0,0,0,0
757_2_1,0,0,0,0,1,0,0,0,0,0
523_2_1,0,0,0,1,0,0,0,0,0,0
76_5_1,0,0,0,1,0,0,0,0,0,0
489_8_2,0,1,0,0,0,0,0,0,0,0
642_7_1,0,0,0,1,0,0,0,0,0,0
538_1_1,0,0,0,0,0,1,0,0,0,0
104_5_1,0,0,0,1,0,0,0,0,0,0
531_5_1,0,0,0,0,1,0,0,0,0,0
621_2_1,0,0,0,0,0,1,0,0,0,0
697_7_1,0,0,0,0,0,1,0,0,0,0
24_2_2,0,0,0,1,0,0,0,0,0,0
256_11_1,0,0,0,0,0,1,0,0,0,0
824_7_1,0,0,0,0,0,1,0,0,0,0
285_6_1,0,0,0,0,0,0,1,0,0,0
614_9_1,0,0,0,0,1,0,0,0,0,0
478_2_1,0,0,0,1,0,0,0,0,0,0
639_1_1,0,0,0,0,1,0,0,0,0,0
654_5_1,0,0,1,0,0,0,0,0,0,0
61_7_2,0,0,0,0,0,1,0,0,0,0
447_5_2,0,0,0,0,0,0,0,1,0,0
611_9_1,0,1,0,0,0,0,0,0,0,0
426_6_1,0,0,0,0,0,0,1,0,0,0
780_4_1,0,0,0,1,0,0,0,0,0,0
472_2_1,0,0,0,0,1,0,0,0,0,0
501_8_1,0,0,0,0,1,0,0,0,0,0
694_4_3,0,0,0,0,0,0,1,0,0,0
808_6_1,0,0,0,0,1,0,0,0,0,0
177_11_2,0,0,0,0,0,1,0,0,0,0
132_3_2,0,0,0,0,0,1,0,0,0,0
29_5_1,0,0,1,0,0,0,0,0,0,0
433_5_1,0,0,0,0,0,0,0,0,1,0
480_12_1,0,0,1,0,0,0,0,0,0,0
345_1_1,0,0,0,1,0,0,0,0,0,0
532_2_1,0,0,1,0,0,0,0,0,0,0
419_9_1,0,0,0,0,0,0,0,1,0,0
169_4_2,0,0,0,0,0,0,1,0,0,0
493_7_1,0,0,0,0,0,0,1,0,0,0
515_8_2,0,0,0,0,1,0,0,0,0,0
527_1_1,0,0,0,0,1,0,0,0,0,0
182_5_1,0,0,1,0,0,0,0,0,0,0
353_7_1,0,0,0,1,0,0,0,0,0,0
676_6_2,0,0,0,0,1,0,0,0,0,0
607_7_1,1,0,0,0,0,0,0,0,0,0
461_8_1,0,0,0,1,0,0,0,0,0,0
246_8_1,0,0,0,1,0,0,0,0,0,0
388_1_1,0,0,0,1,0,0,0,0,0,0
647_7_1,0,0,0,1,0,0,0,0,0,0
492_7_1,0,0,0,0,0,0,1,0,0,0
32_8_1,0,0,0,0,1,0,0,0,0,0
660_3_1,0,1,0,0,0,0,0,0,0,0
507_5_1,0,0,0,1,0,0,0,0,0,0
226_2_1,1,0,0,0,0,0,0,0,0,0
28_6_1,0,0,1,0,0,0,0,0,0,0
675_10_2,0,0,0,0,0,1,0,0,0,0
530_10_1,0,0,0,0,0,1,0,0,0,0
9_2_2,0,0,0,0,1,0,0,0,0,0
604_6_1,0,0,0,1,0,0,0,0,0,0
792_8_1,0,0,0,1,0,0,0,0,0,0
314_7_1,0,0,0,0,1,0,0,0,0,0
785_7_1,0,0,0,0,0,1,0,0,0,0
803_5_1,0,0,0,0,1,0,0,0,0,0
356_4_1,0,0,0,1,0,0,0,0,0,0
805_6_2,0,1,0,0,0,0,0,0,0,0
150_11_1,0,0,0,0,0,1,0,0,0,0
607_6_1,0,0,0,1,0,0,0,0,0,0
604_3_1,0,0,1,0,0,0,0,0,0,0
311_12_1,0,0,0,0,1,0,0,0,0,0
207_5_1,0,0,0,0,1,0,0,0,0,0
685_3_1,0,0,0,0,1,0,0,0,0,0
643_7_2,0,0,0,0,0,0,1,0,0,0
610_8_1,0,0,1,0,0,0,0,0,0,0
503_5_1,0,0,0,1,0,0,0,0,0,0
324_3_1,0,0,0,0,1,0,0,0,0,0
301_9_1,0,0,0,1,0,0,0,0,0,0
377_6_1,0,1,0,0,0,0,0,0,0,0
207_3_1,0,0,0,0,0,0,1,0,0,0
413_5_1,0,0,0,0,0,1,0,0,0,0
48_1_1,0,0,1,0,0,0,0,0,0,0
68_12_1,0,0,0,1,0,0,0,0,0,0
150_4_1,0,0,0,0,0,0,0,1,0,0
270_9_2,0,0,0,0,0,1,0,0,0,0
37_4_1,0,0,1,0,0,0,0,0,0,0
600_3_1,0,0,0,0,0,0,1,0,0,0
483_9_2,0,0,0,0,0,0,0,1,0,0
443_1_1,0,0,0,0,1,0,0,0,0,0
345_11_1,0,0,1,0,0,0,0,0,0,0
23_3_1,0,0,1,0,0,0,0,0,0,0
786_6_3,0,0,0,0,0,0,1,0,0,0
757_4_3,0,0,1,0,0,0,0,0,0,0
629_6_1,0,0,1,0,0,0,0,0,0,0
404_5_1,0,0,0,0,1,0,0,0,0,0
832_8_1,0,0,0,0,1,0,0,0,0,0
63_6_2,0,0,0,0,0,0,1,0,0,0
643_4_2,0,0,0,0,0,0,1,0,0,0
595_8_1,0,0,0,0,0,1,0,0,0,0
355_3_1,0,0,0,1,0,0,0,0,0,0
200_9_1,0,1,0,0,0,0,0,0,0,0
94_4_1,0,0,0,1,0,0,0,0,0,0
772_3_1,0,0,1,0,0,0,0,0,0,0
189_6_1,0,0,0,0,0,1,0,0,0,0
109_2_2,0,0,1,0,0,0,0,0,0,0
521_6_1,0,0,0,0,0,1,0,0,0,0
392_3_1,0,0,0,0,1,0,0,0,0,0
771_8_1,0,0,0,0,1,0,0,0,0,0
649_9_1,0,0,0,0,1,0,0,0,0,0
316_1_1,0,0,0,0,1,0,0,0,0,0
231_5_1,0,0,0,0,0,1,0,0,0,0
653_3_1,0,0,0,1,0,0,0,0,0,0
22_1_1,0,1,0,0,0,0,0,0,0,0
763_5_1,0,1,0,0,0,0,0,0,0,0
550_5_1,0,1,0,0,0,0,0,0,0,0
714_6_1,0,0,0,1,0,0,0,0,0,0
136_6_1,0,0,1,0,0,0,0,0,0,0
100_8_1,0,0,0,0,1,0,0,0,0,0
349_5_2,0,0,0,1,0,0,0,0,0,0
40_8_1,0,1,0,0,0,0,0,0,0,0
667_1_1,0,1,0,0,0,0,0,0,0,0
565_4_1,0,0,0,0,0,1,0,0,0,0
552_5_1,0,0,1,0,0,0,0,0,0,0
31_6_1,0,0,0,1,0,0,0,0,0,0
414_3_1,0,0,0,0,1,0,0,0,0,0
820_10_2,0,0,0,0,0,0,1,0,0,0
819_4_2,0,0,0,0,1,0,0,0,0,0
64_3_1,0,0,0,0,1,0,0,0,0,0
171_5_2,0,0,0,0,0,1,0,0,0,0
385_12_1,0,0,1,0,0,0,0,0,0,0
28_1_1,0,0,0,1,0,0,0,0,0,0
399_3_1,0,0,1,0,0,0,0,0,0,0
536_6_1,0,0,0,0,0,1,0,0,0,0
528_7_1,0,0,0,0,1,0,0,0,0,0
351_4_1,0,1,0,0,0,0,0,0,0,0
209_6_1,0,0,1,0,0,0,0,0,0,0
387_3_1,0,0,1,0,0,0,0,0,0,0
765_3_2,0,0,0,0,1,0,0,0,0,0
237_1_2,0,0,0,0,1,0,0,0,0,0
195_11_2,1,0,0,0,0,0,0,0,0,0
687_1_4,0,0,0,0,0,0,1,0,0,0
163_2_1,0,0,0,0,0,1,0,0,0,0
387_8_1,0,0,1,0,0,0,0,0,0,0
42_6_1,0,0,1,0,0,0,0,0,0,0
581_9_1,1,0,0,0,0,0,0,0,0,0
477_2_1,0,0,0,1,0,0,0,0,0,0
833_8_2,0,0,0,0,0,0,1,0,0,0
362_1_2,0,0,1,0,0,0,0,0,0,0
485_5_1,0,0,0,1,0,0,0,0,0,0
781_1_1,0,0,0,1,0,0,0,0,0,0
411_7_1,0,0,0,0,1,0,0,0,0,0
369_4_1,0,0,0,1,0,0,0,0,0,0
94_3_1,0,1,0,0,0,0,0,0,0,0
415_5_1,0,0,0,0,0,0,0,1,0,0
519_6_1,0,0,0,0,1,0,0,0,0,0
269_7_1,0,0,0,1,0,0,0,0,0,0
696_6_1,0,0,0,0,0,1,0,0,0,0
423_1_1,0,0,0,0,1,0,0,0,0,0
55_6_1,0,0,0,0,1,0,0,0,0,0
44_8_1,1,0,0,0,0,0,0,0,0,0
446_2_1,0,0,0,0,0,0,1,0,0,0
280_3_1,0,0,0,0,0,0,1,0,0,0
738_5_2,0,0,0,0,0,1,0,0,0,0
416_8_1,0,0,0,0,0,1,0,0,0,0
669_6_2,1,0,0,0,0,0,0,0,0,0
574_5_1,0,0,0,1,0,0,0,0,0,0
653_6_1,0,0,1,0,0,0,0,0,0,0
33_4_1,0,0,1,0,0,0,0,0,0,0
241_3_1,0,0,0,1,0,0,0,0,0,0
587_3_2,0,0,0,0,0,0,1,0,0,0
480_6_1,0,0,0,1,0,0,0,0,0,0
456_4_1,0,0,0,0,0,0,0,1,0,0
700_10_3,0,0,0,0,0,0,1,0,0,0
756_6_1,0,0,0,0,1,0,0,0,0,0
508_6_1,0,0,0,0,0,0,1,0,0,0
148_1_1,0,0,1,0,0,0,0,0,0,0
75_8_1,0,0,1,0,0,0,0,0,0,0
734_8_1,0,0,0,0,0,0,0,1,0,0
6_8_1,0,0,1,0,0,0,0,0,0,0
358_8_1,0,0,0,1,0,0,0,0,0,0
337_3_1,0,0,0,0,1,0,0,0,0,0
425_2_1,0,1,0,0,0,0,0,0,0,0
530_9_1,0,0,0,0,0,1,0,0,0,0
754_4_1,0,0,0,1,0,0,0,0,0,0
41_5_1,0,0,0,1,0,0,0,0,0,0
287_3_1,0,0,0,0,0,0,1,0,0,0
690_8_1,0,0,0,0,1,0,0,0,0,0
400_5_1,0,0,0,1,0,0,0,0,0,0
798_5_2,0,0,0,0,1,0,0,0,0,0
440_5_1,0,0,0,0,0,1,0,0,0,0
408_3_1,0,0,1,0,0,0,0,0,0,0
464_4_1,0,0,0,0,1,0,0,0,0,0
786_7_3,0,0,0,0,1,0,0,0,0,0
29_8_1,0,1,0,0,0,0,0,0,0,0
73_1_1,0,0,0,0,0,1,0,0,0,0
649_4_1,0,0,0,0,1,0,0,0,0,0
319_8_1,0,0,0,0,1,0,0,0,0,0
250_4_1,0,0,1,0,0,0,0,0,0,0
56_11_1,0,0,0,0,0,1,0,0,0,0
660_1_1,1,0,0,0,0,0,0,0,0,0
54_4_1,0,0,0,0,1,0,0,0,0,0
125_7_1,1,0,0,0,0,0,0,0,0,0
101_6_1,0,0,0,0,1,0,0,0,0,0
816_7_2,0,0,0,0,0,0,1,0,0,0
52_3_1,0,0,0,0,0,0,1,0,0,0
6_3_2,0,0,0,0,1,0,0,0,0,0
686_1_1,0,0,0,0,1,0,0,0,0,0
763_2_1,0,0,0,0,0,1,0,0,0,0
465_9_1,0,0,1,0,0,0,0,0,0,0
697_5_2,0,0,0,0,0,1,0,0,0,0
349_7_2,0,0,1,0,0,0,0,0,0,0
489_5_2,0,0,0,0,0,0,1,0,0,0
460_1_1,0,0,0,0,0,0,1,0,0,0
737_5_1,0,0,0,0,0,1,0,0,0,0
769_9_2,0,0,1,0,0,0,0,0,0,0
130_4_2,0,0,0,0,0,0,1,0,0,0
3_5_1,0,0,0,1,0,0,0,0,0,0
551_8_1,0,0,0,0,0,1,0,0,0,0
443_7_1,0,0,0,1,0,0,0,0,0,0
515_3_1,0,0,0,1,0,0,0,0,0,0
486_1_1,0,0,0,0,1,0,0,0,0,0
79_3_1,0,0,0,1,0,0,0,0,0,0
236_8_2,0,0,0,0,1,0,0,0,0,0
488_8_1,0,0,1,0,0,0,0,0,0,0
175_7_4,0,0,0,0,1,0,0,0,0,0
25_9_1,0,0,0,0,0,1,0,0,0,0
253_5_1,0,0,1,0,0,0,0,0,0,0
635_10_1,0,1,0,0,0,0,0,0,0,0
778_2_1,0,0,0,0,1,0,0,0,0,0
218_2_1,0,0,1,0,0,0,0,0,0,0
452_7_2,0,0,0,1,0,0,0,0,0,0
7_5_1,0,0,1,0,0,0,0,0,0,0
816_6_1,0,0,0,0,1,0,0,0,0,0
676_2_1,0,0,0,0,0,1,0,0,0,0
140_4_1,0,0,0,0,1,0,0,0,0,0
652_3_1,0,0,1,0,0,0,0,0,0,0
504_8_1,0,1,0,0,0,0,0,0,0,0
799_4_2,0,1,0,0,0,0,0,0,0,0
153_7_1,0,0,0,0,0,1,0,0,0,0
13_7_1,0,0,0,0,0,1,0,0,0,0
457_6_1,0,0,0,0,0,0,1,0,0,0
708_2_1,0,0,1,0,0,0,0,0,0,0
723_1_1,0,0,0,1,0,0,0,0,0,0
791_9_1,0,0,0,0,0,0,1,0,0,0
696_12_1,0,0,0,0,0,1,0,0,0,0
209_7_1,0,0,0,0,0,0,0,1,0,0
78_5_1,0,0,0,0,0,1,0,0,0,0
346_1_1,0,0,1,0,0,0,0,0,0,0
662_6_1,0,0,1,0,0,0,0,0,0,0
233_6_1,0,0,0,1,0,0,0,0,0,0
520_2_1,0,0,0,0,0,1,0,0,0,0
550_8_3,0,0,1,0,0,0,0,0,0,0
782_6_1,0,0,0,0,0,1,0,0,0,0
217_4_5,0,0,0,1,0,0,0,0,0,0
647_2_1,0,0,1,0,0,0,0,0,0,0
85_1_1,0,0,0,1,0,0,0,0,0,0
563_6_1,0,0,0,0,1,0,0,0,0,0
620_5_1,0,0,0,0,1,0,0,0,0,0
598_1_1,0,0,0,1,0,0,0,0,0,0
662_7_1,0,1,0,0,0,0,0,0,0,0
832_9_2,0,0,0,0,0,1,0,0,0,0
234_10_2,0,0,0,0,1,0,0,0,0,0
89_2_1,0,0,0,0,1,0,0,0,0,0
158_8_1,0,0,0,0,1,0,0,0,0,0
138_11_1,0,0,0,0,1,0,0,0,0,0
176_1_1,0,0,0,0,1,0,0,0,0,0
382_4_2,0,0,0,1,0,0,0,0,0,0
474_9_2,0,0,0,0,0,0,1,0,0,0
321_1_1,1,0,0,0,0,0,0,0,0,0
246_9_1,0,0,0,1,0,0,0,0,0,0
126_6_1,0,0,0,0,1,0,0,0,0,0
366_12_1,0,0,0,0,0,1,0,0,0,0
202_5_1,0,0,0,1,0,0,0,0,0,0
66_11_3,0,0,0,0,0,0,1,0,0,0
439_4_2,0,0,0,0,1,0,0,0,0,0
152_6_2,0,0,0,0,0,1,0,0,0,0
691_4_1,0,0,0,0,1,0,0,0,0,0
623_9_1,0,0,0,0,0,0,1,0,0,0
71_6_1,0,0,0,0,1,0,0,0,0,0
789_7_1,0,0,0,1,0,0,0,0,0,0
74_3_1,0,0,1,0,0,0,0,0,0,0
717_7_1,0,0,0,0,1,0,0,0,0,0
392_6_1,0,0,1,0,0,0,0,0,0,0
811_9_1,0,0,0,0,1,0,0,0,0,0
122_4_1,0,0,0,0,1,0,0,0,0,0
722_10_2,0,0,0,0,0,0,1,0,0,0
213_7_1,0,0,0,0,1,0,0,0,0,0
361_1_1,0,0,0,0,1,0,0,0,0,0
409_7_1,0,0,0,1,0,0,0,0,0,0
92_3_1,0,0,0,0,1,0,0,0,0,0
257_10_1,0,0,1,0,0,0,0,0,0,0
511_8_1,0,0,0,0,0,1,0,0,0,0
645_11_2,0,0,0,0,1,0,0,0,0,0
769_7_2,0,0,0,0,0,1,0,0,0,0
470_8_2,0,1,0,0,0,0,0,0,0,0
52_1_1,0,0,0,0,0,1,0,0,0,0
783_7_1,0,0,0,0,0,0,1,0,0,0
41_7_1,0,0,1,0,0,0,0,0,0,0
342_2_1,0,0,0,1,0,0,0,0,0,0
813_10_2,0,0,0,1,0,0,0,0,0,0
718_6_2,0,0,0,0,1,0,0,0,0,0
37_3_1,0,0,0,0,1,0,0,0,0,0
464_8_1,0,0,0,0,1,0,0,0,0,0
421_2_1,0,0,0,0,0,1,0,0,0,0
403_8_3,0,0,0,0,0,0,1,0,0,0
627_3_5,0,0,1,0,0,0,0,0,0,0
266_2_1,0,0,0,1,0,0,0,0,0,0
766_4_2,0,0,1,0,0,0,0,0,0,0
253_7_1,0,0,0,1,0,0,0,0,0,0
589_11_1,1,0,0,0,0,0,0,0,0,0
478_7_1,0,0,0,0,1,0,0,0,0,0
399_6_1,1,0,0,0,0,0,0,0,0,0
739_8_1,0,0,1,0,0,0,0,0,0,0
318_7_1,0,0,0,1,0,0,0,0,0,0
363_1_2,0,0,1,0,0,0,0,0,0,0
793_1_2,0,0,0,0,0,0,1,0,0,0
109_1_1,0,0,0,0,1,0,0,0,0,0
296_12_1,0,0,0,0,0,1,0,0,0,0
705_12_1,0,0,0,0,0,1,0,0,0,0
360_6_1,0,1,0,0,0,0,0,0,0,0
497_5_1,0,0,0,0,0,1,0,0,0,0
543_1_1,0,0,1,0,0,0,0,0,0,0
246_7_1,0,0,0,0,0,1,0,0,0,0
726_1_2,0,0,0,0,0,1,0,0,0,0
47_4_1,0,0,0,1,0,0,0,0,0,0
434_3_1,0,0,0,0,0,1,0,0,0,0
675_9_1,0,0,0,0,1,0,0,0,0,0
725_7_1,0,0,0,0,1,0,0,0,0,0
442_1_1,0,0,0,0,0,1,0,0,0,0
126_3_1,0,0,0,1,0,0,0,0,0,0
577_8_2,0,0,0,0,1,0,0,0,0,0
609_3_1,0,0,0,0,1,0,0,0,0,0
539_3_1,0,0,0,0,0,0,1,0,0,0
650_5_1,0,0,0,1,0,0,0,0,0,0
684_5_1,0,0,0,0,1,0,0,0,0,0
615_5_1,0,0,0,0,0,1,0,0,0,0
167_3_1,0,0,0,1,0,0,0,0,0,0
729_9_2,0,0,0,0,1,0,0,0,0,0
299_8_1,1,0,0,0,0,0,0,0,0,0
605_10_1,0,0,0,1,0,0,0,0,0,0
437_9_1,0,0,0,1,0,0,0,0,0,0
506_3_1,0,0,0,0,0,0,1,0,0,0
572_5_1,0,0,0,0,0,0,0,1,0,0
578_3_1,0,0,0,0,0,0,1,0,0,0
566_8_1,0,0,0,1,0,0,0,0,0,0
755_3_2,0,1,0,0,0,0,0,0,0,0
170_6_1,0,0,0,0,1,0,0,0,0,0
295_1_1,0,0,0,0,0,1,0,0,0,0
447_4_2,0,0,0,0,0,0,0,1,0,0
93_8_1,0,0,0,1,0,0,0,0,0,0
754_5_2,0,0,0,1,0,0,0,0,0,0
599_4_1,0,0,0,0,0,0,0,1,0,0
196_3_1,0,0,0,0,1,0,0,0,0,0
181_9_1,0,1,0,0,0,0,0,0,0,0
310_2_1,0,0,0,0,0,1,0,0,0,0
144_8_2,0,0,0,1,0,0,0,0,0,0
235_1_2,0,0,0,0,1,0,0,0,0,0
16_3_1,0,0,0,0,0,1,0,0,0,0
60_8_1,0,0,0,0,0,0,0,1,0,0
236_3_1,0,0,0,0,1,0,0,0,0,0
305_8_1,0,0,0,0,1,0,0,0,0,0
184_5_1,1,0,0,0,0,0,0,0,0,0
332_7_1,0,0,0,0,1,0,0,0,0,0
540_8_1,0,1,0,0,0,0,0,0,0,0
118_7_2,0,0,0,1,0,0,0,0,0,0
609_12_1,0,0,0,0,1,0,0,0,0,0
55_8_1,0,0,0,0,0,0,1,0,0,0
478_5_1,0,0,0,1,0,0,0,0,0,0
769_2_2,0,1,0,0,0,0,0,0,0,0
805_9_2,0,0,0,0,1,0,0,0,0,0
522_3_1,0,0,0,0,0,1,0,0,0,0
426_8_1,0,0,0,0,1,0,0,0,0,0
485_8_1,0,0,0,1,0,0,0,0,0,0
176_9_2,0,0,1,0,0,0,0,0,0,0
547_4_2,0,0,0,1,0,0,0,0,0,0
284_1_1,0,0,0,0,0,0,0,1,0,0
576_2_1,0,0,0,1,0,0,0,0,0,0
35_8_1,0,0,0,0,1,0,0,0,0,0
241_7_1,0,0,0,0,1,0,0,0,0,0
156_3_4,0,0,0,0,1,0,0,0,0,0
476_1_1,0,0,1,0,0,0,0,0,0,0
719_12_1,0,0,0,0,0,0,0,1,0,0
444_1_1,0,0,0,0,0,0,1,0,0,0
361_9_1,0,0,0,0,0,1,0,0,0,0
649_2_1,0,0,0,0,1,0,0,0,0,0
758_6_1,0,0,0,0,0,1,0,0,0,0
73_2_1,0,0,0,1,0,0,0,0,0,0
8_5_2,0,0,0,0,0,1,0,0,0,0
99_4_1,0,0,0,0,1,0,0,0,0,0
273_8_1,0,0,0,0,1,0,0,0,0,0
697_4_1,0,0,0,0,0,1,0,0,0,0
498_4_1,0,0,0,0,0,1,0,0,0,0
808_1_1,0,0,0,1,0,0,0,0,0,0
148_8_1,0,0,0,0,0,0,1,0,0,0
186_8_1,0,0,1,0,0,0,0,0,0,0
765_4_1,0,0,0,0,0,0,1,0,0,0
